tensor([[0.0131]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1356, grad_fn=<DivBackward0>)
tensor([[0.7057]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1355, grad_fn=<DivBackward0>)
tensor([[0.7089]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1354, grad_fn=<DivBackward0>)
tensor([[0.7108]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1353, grad_fn=<DivBackward0>)
tensor([[0.7133]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1352, grad_fn=<DivBackward0>)
tensor([[0.7156]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1351, grad_fn=<DivBackward0>)
tensor([[0.7189]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1349, grad_fn=<DivBackward0>)
tensor([[0.7219]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1354, grad_fn=<DivBackward0>)
tensor([[0.7215]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1353, grad_fn=<DivBackward0>)
tensor([[0.7224]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1353, grad_fn=<DivBackward0>)
tensor([[0.7243]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1351, grad_fn=<DivBackward0>)
tensor([[0.7263]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1355, grad_fn=<DivBackward0>)
tensor([[0.7251]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1355, grad_fn=<DivBackward0>)
tensor([[0.7252]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1354, grad_fn=<DivBackward0>)
tensor([[0.7264]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1353, grad_fn=<DivBackward0>)
tensor([[0.7286]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(0.1352, grad_fn=<DivBackward0>)
tensor([[0.7301]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1357, grad_fn=<DivBackward0>)
tensor([[0.7284]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1355, grad_fn=<DivBackward0>)
tensor([[0.7275]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7236]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.7206]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.7192]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(0.1356, grad_fn=<DivBackward0>)
tensor([[0.7176]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1356, grad_fn=<DivBackward0>)
tensor([[0.7174]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1356, grad_fn=<DivBackward0>)
tensor([[0.7154]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1356, grad_fn=<DivBackward0>)
tensor([[0.7148]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1355, grad_fn=<DivBackward0>)
tensor([[0.7155]], grad_fn=<AddmmBackward0>) tensor([[0.1111]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.7136]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1356, grad_fn=<DivBackward0>)
tensor([[0.7118]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7072]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7001]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6925]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6870]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6834]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6814]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6811]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.6821]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.6843]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6834]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6827]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6834]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.6843]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.6842]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.6853]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.6877]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6869]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6871]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6849]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6843]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6851]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6867]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6894]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6896]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6868]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6857]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6860]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.6875]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6897]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6915]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6928]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6952]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.6945]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6951]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6927]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6919]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6912]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6907]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6897]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6902]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6902]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6915]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6903]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6894]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6898]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6915]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6901]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6878]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6871]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6877]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6897]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6910]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.6935]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6941]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6916]], grad_fn=<AddmmBackward0>) tensor([[0.3000]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.6877]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6850]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6838]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6841]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6815]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6805]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6767]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6747]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6742]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6721]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6675]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6646]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6635]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6639]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6657]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6688]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6729]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6780]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6839]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6894]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6956]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7025]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7090]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7156]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.7227]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.7279]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7338]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7402]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.7471]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7543]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7619]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7691]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.7762]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7793]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.7829]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7866]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7909]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.7914]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7884]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7867]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7860]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7863]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7875]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.7883]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7899]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.7913]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7935]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7959]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7978]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.8003]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.8015]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
Average loss: tensor(0.1357, grad_fn=<DivBackward0>)
tensor([[0.8022]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
Average loss: tensor(0.1356, grad_fn=<DivBackward0>)
tensor([[0.8021]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7985]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7926]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7875]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7796]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7722]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7655]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7605]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7539]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.7486]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7435]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7400]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7379]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7372]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7334]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7269]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7211]], grad_fn=<AddmmBackward0>) tensor([[0.3000]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7141]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7091]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7015]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6939]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6841]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6761]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6688]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6631]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6583]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6511]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6461]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6389]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6339]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6297]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6275]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6262]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6265]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6285]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6308]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6340]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6384]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6401]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6433]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6476]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6529]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6592]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6659]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6732]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6776]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6812]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6859]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6914]], grad_fn=<AddmmBackward0>) tensor([[0.2222]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6944]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6957]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6976]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7006]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7019]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7025]], grad_fn=<AddmmBackward0>) tensor([[1.]])
