scene,listener,system,HASPI
S08751,L0219,E009,"[0.18753095929338515, 0.8988670443368982]"
S08752,L0200,E009,"[0.9786003294267748, 0.5592610212470913]"
S08752,L0240,E009,"[0.9998106601857739, 0.9997919546659032]"
S08753,L0218,E009,"[0.9973676852759106, 0.9989521390507612]"
S08753,L0221,E009,"[0.9988951846027712, 0.9961342398921971]"
S08759,L0201,E009,"[0.5898643828365456, 0.7932325613881179]"
S08765,L0243,E009,"[0.9999273283556085, 0.9999835140259133]"
S08766,L0209,E009,"[0.9419035004228931, 0.9331153210198223]"
S08767,L0243,E009,"[0.9857564463160102, 0.9910179140891733]"
S08778,L0236,E009,"[0.19223186218789837, 0.7223741050082055]"
S08779,L0236,E009,"[0.7226665390568318, 0.9871038340372524]"
S08780,L0236,E009,"[0.34480253910899433, 0.761601906305679]"
S08781,L0209,E009,"[0.9872934366577817, 0.9917675022989069]"
S08782,L0224,E009,"[0.8086678706544387, 0.9309275430188336]"
S08785,L0215,E009,"[0.9976327511459618, 0.9950303521844662]"
S08790,L0227,E009,"[0.028738206647367738, 0.3083679608819624]"
S08791,L0227,E009,"[0.13348948655183307, 0.9960470786797666]"
S08793,L0216,E009,"[0.6843498424587608, 0.6866140623518567]"
S08794,L0201,E009,"[0.9935735180871004, 0.9998495768076141]"
S08795,L0227,E009,"[0.006178253745731009, 0.9281702814183623]"
S08798,L0219,E009,"[0.4389910999006095, 0.9943145264819555]"
S08807,L0201,E009,"[0.8337207068495964, 0.9886356863205075]"
S08809,L0215,E009,"[0.9118843401987801, 0.9865217472173266]"
S08816,L0209,E009,"[0.8690525901003107, 0.8831782211165045]"
S08818,L0222,E009,"[0.9945225471869533, 0.9990370599940449]"
S08820,L0236,E009,"[0.003919057741939779, 0.08808096928823962]"
S08836,L0225,E009,"[0.9998942476577224, 0.9995375453417181]"
S08836,L0231,E009,"[0.9996818906558983, 0.999934634596319]"
S08843,L0239,E009,"[0.999521046764386, 0.9436007125223684]"
S08844,L0218,E009,"[0.9663815933273618, 0.9964577002202241]"
S08844,L0221,E009,"[0.8698867337308641, 0.6361510297382984]"
S08853,L0218,E009,"[0.9931618900468888, 0.9958583738891006]"
S08854,L0201,E009,"[0.9312806510428827, 0.9911980856019634]"
S08862,L0231,E009,"[0.9996295103856672, 0.9998514150346813]"
S08867,L0229,E009,"[0.9998319637999179, 0.999067689469453]"
S08867,L0242,E009,"[0.9062261833372853, 0.4457990219728613]"
S08869,L0243,E009,"[0.9990386366543758, 0.9997016287150047]"
S08883,L0229,E009,"[0.9826588424361238, 0.9410469308643225]"
S08883,L0242,E009,"[0.587830648594748, 0.4929664629232272]"
S08889,L0227,E009,"[0.009743696843329805, 0.9684847866682336]"
S08890,L0201,E009,"[0.9928058372175514, 0.9996769429282353]"
S08891,L0229,E009,"[0.9960570889470424, 0.9911440329345721]"
S08891,L0242,E009,"[0.7084422409143579, 0.5331380919814291]"
S08897,L0217,E009,"[0.8899980194607408, 0.004474638764863216]"
S08899,L0217,E009,"[0.9457668443707813, 0.012267959241708162]"
S08901,L0215,E009,"[0.9990417638736487, 0.9990269601099694]"
S08905,L0212,E009,"[0.8010145705809172, 0.9389023402668893]"
S08905,L0221,E009,"[0.8362867313321978, 0.6692377548200009]"
S08916,L0224,E009,"[0.2205449906870338, 0.32484078333597594]"
S08922,L0224,E009,"[0.7686123572678304, 0.9138674318266417]"
S08923,L0224,E009,"[0.6129175212753722, 0.7100307012124166]"
S08928,L0216,E009,"[0.7732001402764, 0.7687249789379205]"
S08931,L0231,E009,"[0.9706130431746208, 0.9987538478127549]"
S08935,L0201,E009,"[0.9987792544633775, 0.999678965028426]"
S08943,L0209,E009,"[0.9777179956218505, 0.9893890014820005]"
S08949,L0206,E009,"[0.9612231814417905, 0.42133926135727795]"
S08949,L0212,E009,"[0.6800156765869678, 0.710841045873628]"
S08950,L0206,E009,"[0.9976983020167904, 0.23297485523388395]"
S08950,L0212,E009,"[0.7449345179313328, 0.9615640842092844]"
S08952,L0209,E009,"[0.9881795424998885, 0.95644199072653]"
S08956,L0225,E009,"[0.9999520137363208, 0.9998913670299368]"
S08956,L0231,E009,"[0.9983902065073762, 0.9999692827929043]"
S08961,L0240,E009,"[0.999503385800636, 0.9998569189793443]"
S08965,L0218,E009,"[0.9932855307847156, 0.9965871505708996]"
S08965,L0221,E009,"[0.6394286192092807, 0.14793548659942976]"
S08969,L0239,E009,"[0.8686068168272079, 0.8788700078843744]"
S08971,L0201,E009,"[0.8782292937944819, 0.9708263417793199]"
S08973,L0243,E009,"[0.8400143334159152, 0.7466111810830187]"
S08976,L0243,E009,"[0.9915768407396223, 0.9960949594232523]"
S08979,L0236,E009,"[0.5446562009292928, 0.8434898087272935]"
S08980,L0225,E009,"[0.933374450356569, 0.7559880276349573]"
S08980,L0231,E009,"[0.892906062641689, 0.9314077225171623]"
S08983,L0222,E009,"[0.9646601032406739, 0.9394383258732636]"
S08987,L0243,E009,"[0.9282886999545685, 0.9995305877905741]"
S08993,L0227,E009,"[0.006158079004092566, 0.3984305674612499]"
S08998,L0215,E009,"[0.6880767530520701, 0.9000117744974989]"
S09000,L0242,E009,"[0.49402620128022895, 0.6593112753457324]"
S09011,L0200,E009,"[0.7844533211445274, 0.42288153742229717]"
S09011,L0240,E009,"[0.9974291341448419, 0.9997491455146227]"
S09018,L0239,E009,"[0.9776188838651232, 0.7364552539435886]"
S09029,L0240,E009,"[0.9557954869692493, 0.9808416575779936]"
S09030,L0224,E009,"[0.6290308786162662, 0.833258028124988]"
S09034,L0201,E009,"[0.9308516976364039, 0.9972666713323377]"
S09040,L0206,E009,"[0.9993848443284031, 0.723832007293412]"
S09040,L0212,E009,"[0.9551476479289454, 0.951639916451527]"
S09047,L0215,E009,"[0.9663999914115574, 0.9990433582089814]"
S09061,L0224,E009,"[0.6939937084700503, 0.736546883715124]"
S09067,L0243,E009,"[0.8742968251186002, 0.9379659952183153]"
S09069,L0231,E009,"[0.9969710773681483, 0.9987018035944225]"
S09071,L0209,E009,"[0.8876747711031124, 0.842995836901982]"
S09073,L0227,E009,"[0.04853200340164874, 0.9895440764614052]"
S09078,L0201,E009,"[0.995515643084592, 0.9990813111253257]"
S09080,L0206,E009,"[0.9927054932714208, 0.3846232312517447]"
S09082,L0217,E009,"[0.5860431441027413, 0.004888476675540779]"
S09088,L0236,E009,"[0.034717340542377746, 0.027284694590439904]"
S09092,L0227,E009,"[0.005256003548777044, 0.8659437610946797]"
S09094,L0200,E009,"[0.9882908536084498, 0.5211767750129309]"
S09101,L0231,E009,"[0.9754654919253006, 0.9999377456560211]"
S09111,L0222,E009,"[0.9572659288047194, 0.9986705214659052]"
S09125,L0216,E009,"[0.9674793943191777, 0.9932936963387814]"
S09128,L0227,E009,"[0.05554296134249119, 0.3363551996298983]"
S09136,L0215,E009,"[0.7871367505896755, 0.9791240696784274]"
S09140,L0236,E009,"[0.6698437480812042, 0.9148216215745629]"
S09142,L0224,E009,"[0.3597656925294367, 0.2945098671744374]"
S09144,L0215,E009,"[0.9946749603785006, 0.9995287693054046]"
S09152,L0201,E009,"[0.9335372449560025, 0.9957529471607772]"
S09154,L0215,E009,"[0.9564098443738435, 0.7815305301882097]"
S09155,L0243,E009,"[0.9940915030122894, 0.987595898196858]"
S09158,L0217,E009,"[0.7736597231305519, 0.004581688838351777]"
S09161,L0201,E009,"[0.9965388973357423, 0.9998989719560069]"
S09164,L0200,E009,"[0.923443660594702, 0.5286817458497403]"
S09175,L0227,E009,"[0.009697043814554742, 0.9015310369352858]"
S09181,L0218,E009,"[0.99159285720854, 0.978101267468338]"
S09181,L0221,E009,"[0.9849278901949712, 0.6913657887416695]"
S09188,L0239,E009,"[0.8370841017950756, 0.8545895197154968]"
S09193,L0201,E009,"[0.8797932094719041, 0.9908483141927874]"
S09196,L0209,E009,"[0.8344553295647458, 0.8706161058128838]"
S09203,L0243,E009,"[0.9993938143693013, 0.9998991523978682]"
S09205,L0217,E009,"[0.9179707418147371, 0.0043643796221578875]"
S09209,L0212,E009,"[0.9158556560489229, 0.6533419967782274]"
S09209,L0221,E009,"[0.8563469947405774, 0.5730246741823894]"
S09214,L0229,E009,"[0.9973057138373833, 0.9996652955418951]"
S09227,L0239,E009,"[0.973900955098283, 0.8111336759730996]"
S09228,L0218,E009,"[0.9516452004966426, 0.9885351742179415]"
S09231,L0222,E009,"[0.7784886016689329, 0.9283401859735991]"
S09245,L0236,E009,"[0.1274488739859394, 0.6023609346331212]"
S09248,L0209,E009,"[0.619994421595508, 0.5950872434930264]"
S09250,L0236,E009,"[0.5306847074334452, 0.6798835446084524]"
S09255,L0216,E009,"[0.9809880785817279, 0.979415967181202]"
S09259,L0200,E009,"[0.8832029803774017, 0.045062031195583205]"
S09259,L0240,E009,"[0.9938445424986185, 0.9974948547430097]"
S09261,L0243,E009,"[0.9452923143775073, 0.9727917752560885]"
S09262,L0242,E009,"[0.1772289481272688, 0.09863617502818894]"
S09264,L0217,E009,"[0.9957847649630822, 0.004808568251025375]"
S09265,L0224,E009,"[0.6786601982887183, 0.7164038058424222]"
S09271,L0236,E009,"[0.4501746594283696, 0.8725031647389355]"
S09274,L0217,E009,"[0.8167096599428503, 0.005127495258681903]"
S09276,L0229,E009,"[0.9812157820558695, 0.9961087452365516]"
S09281,L0222,E009,"[0.8830855169571229, 0.9609442433035295]"
S09282,L0200,E009,"[0.9030649096927515, 0.6534158234531763]"
S09282,L0240,E009,"[0.9974418782311031, 0.9989004236458966]"
S09288,L0206,E009,"[0.9440613824393945, 0.39621773496492213]"
S09297,L0222,E009,"[0.8148445915077929, 0.8586451889619813]"
S09298,L0243,E009,"[0.9935842368913824, 0.9940848391965064]"
S09306,L0242,E009,"[0.965009313707306, 0.6128661033612893]"
S09308,L0224,E009,"[0.011079974595699954, 0.2460354167883366]"
S09314,L0206,E009,"[0.9973756197799657, 0.43383036624640037]"
S09315,L0229,E009,"[0.934075247717884, 0.9965279419099706]"
S09315,L0242,E009,"[0.726856441199476, 0.7661689519819357]"
S09317,L0227,E009,"[0.011793921276907574, 0.045755494301461606]"
S09321,L0201,E009,"[0.903312079646075, 0.9981778673977851]"
S09325,L0239,E009,"[0.9907725832439821, 0.9950040883283795]"
S09328,L0201,E009,"[0.7923187323583759, 0.9977884175669287]"
S09329,L0240,E009,"[0.9261176950243717, 0.9712746614245752]"
S09338,L0222,E009,"[0.9064401595501798, 0.9147897628212067]"
S09339,L0215,E009,"[0.9999202773893942, 0.9996074424769598]"
S09342,L0224,E009,"[0.3160594878045404, 0.4801849739798301]"
S09343,L0216,E009,"[0.9936465733594948, 0.8970611191999027]"
S09345,L0209,E009,"[0.9875335939546426, 0.9888360693176378]"
S09346,L0218,E009,"[0.9953204768992623, 0.9967211474357418]"
S09350,L0219,E009,"[0.09950020960587291, 0.9995445578480912]"
S09350,L0225,E009,"[0.9998487867230398, 0.9991407014155943]"
S09351,L0219,E009,"[0.3405284729528004, 0.9942459196764252]"
S09351,L0225,E009,"[0.9996332246486072, 0.999572848741402]"
S09352,L0219,E009,"[0.46914331616106447, 0.9758842482699808]"
S09352,L0225,E009,"[0.9986680457442916, 0.9975068674219348]"
S09362,L0216,E009,"[0.9934915520544559, 0.9960332819453983]"
S09363,L0222,E009,"[0.9358206695842266, 0.9454844016212209]"
S09365,L0224,E009,"[0.7117093983449547, 0.7568200084792656]"
S09366,L0239,E009,"[0.923574312750023, 0.2595272012149959]"
S09377,L0201,E009,"[0.9997134057406273, 0.9999671268111671]"
S09386,L0212,E009,"[0.7686144317333913, 0.7108161001550204]"
S09386,L0221,E009,"[0.7905510573079734, 0.7553678354997406]"
S09387,L0212,E009,"[0.7034623828478827, 0.3138418075584328]"
S09387,L0221,E009,"[0.9623727536387172, 0.5911597748042856]"
S09396,L0206,E009,"[0.9998354852562912, 0.0639655753301975]"
S09397,L0243,E009,"[0.9836992424852854, 0.9458801045871283]"
S09402,L0209,E009,"[0.994271379400244, 0.9975503924812814]"
S09426,L0212,E009,"[0.17156906313991613, 0.5265292861268028]"
S09426,L0221,E009,"[0.9037618559892072, 0.4457797850913336]"
S09436,L0239,E009,"[0.8415654942572331, 0.6954113469858465]"
S09448,L0216,E009,"[0.9856790793431904, 0.9933757784736542]"
S09450,L0206,E009,"[0.9998879380273196, 0.6901201498175067]"
S09450,L0212,E009,"[0.839255335843267, 0.7355034199781548]"
S09451,L0206,E009,"[0.9997431549939197, 0.19475395413010888]"
S09452,L0209,E009,"[0.9571717145602154, 0.9977003223574407]"
S09459,L0218,E009,"[0.9380184206349226, 0.9583516217285282]"
S09460,L0239,E009,"[0.9934977862202737, 0.967557830907199]"
S09463,L0242,E009,"[0.6792543290932662, 0.17219691010078259]"
S09474,L0219,E009,"[0.05314326849875375, 0.8456813879283738]"
S09474,L0225,E009,"[0.9834282251768321, 0.9822746598916681]"
S09476,L0217,E009,"[0.9774060095054631, 0.008234747170908467]"
S09480,L0240,E009,"[0.9944734918495219, 0.9978755274694919]"
S09483,L0219,E009,"[0.005710982381846644, 0.6280886340226609]"
S09483,L0225,E009,"[0.8689036149660005, 0.723862713220709]"
S09485,L0227,E009,"[0.041659195474031206, 0.9106903476067716]"
S09500,L0217,E009,"[0.9798389934786186, 0.004975535136972525]"
S09502,L0225,E009,"[0.9995010796423629, 0.998825106688887]"
S09502,L0231,E009,"[0.9930308874765565, 0.9972412746111879]"
S09509,L0206,E009,"[0.994923666066939, 0.3101008854510381]"
S09509,L0212,E009,"[0.28863803714440306, 0.17542529054311823]"
S09515,L0201,E009,"[0.9736566952867495, 0.999342015651627]"
S09519,L0218,E009,"[0.9935860387692902, 0.9983751174587056]"
S09519,L0221,E009,"[0.9737017680456685, 0.7337955770517046]"
S09525,L0215,E009,"[0.8237415620274715, 0.8674900854583618]"
S09529,L0217,E009,"[0.6887295795237396, 0.005198419711131594]"
S09533,L0209,E009,"[0.9332577453773117, 0.8122939700896258]"
S09540,L0218,E009,"[0.9848592441496345, 0.9659684483490838]"
S09542,L0229,E009,"[0.9878683333079147, 0.9989636064833565]"
S09542,L0242,E009,"[0.8838969972092243, 0.5418334138730369]"
S09543,L0222,E009,"[0.5015887568801052, 0.8319905214447932]"
S09546,L0216,E009,"[0.9357219682396095, 0.898824369714606]"
S09553,L0227,E009,"[0.008617358644528514, 0.15073420622282552]"
S09554,L0200,E009,"[0.9912464580554429, 0.7935402114743186]"
S09564,L0215,E009,"[0.9829443550423048, 0.9850620884256824]"
S09569,L0222,E009,"[0.9925706210140622, 0.9984041041861621]"
S09571,L0236,E009,"[0.8903501966889529, 0.9243985857816911]"
S09573,L0219,E009,"[0.4693858121485527, 0.8743225869213473]"
S09574,L0212,E009,"[0.832129240068473, 0.9117017795358904]"
S09574,L0221,E009,"[0.7250919134280006, 0.7474572952358256]"
S09577,L0200,E009,"[0.8163650433922212, 0.7988436800607841]"
S09579,L0219,E009,"[0.04325807528230948, 0.8710057584246179]"
S09579,L0225,E009,"[0.9913042756638565, 0.9881125952156987]"
S09580,L0212,E009,"[0.733006049431229, 0.7710518734171076]"
S09580,L0221,E009,"[0.7364701372834085, 0.8065530350755119]"
S09586,L0200,E009,"[0.8345883653555757, 0.5862781553055205]"
S09587,L0219,E009,"[0.2825671657568044, 0.9164817537298866]"
S09587,L0225,E009,"[0.9994636035714637, 0.9921910378954693]"
S09589,L0217,E009,"[0.86160771630567, 0.012237113046592533]"
S09593,L0239,E009,"[0.8218157356338527, 0.5059951716286332]"
S09596,L0215,E009,"[0.9603279306934405, 0.9929005321438032]"
S09606,L0215,E009,"[0.9277916813780595, 0.9714860178099188]"
S09613,L0212,E009,"[0.74415427378996, 0.8342983065358694]"
S09613,L0221,E009,"[0.9865528742468258, 0.9706610035392578]"
S09615,L0222,E009,"[0.9866337476376491, 0.9990116712021446]"
S09616,L0216,E009,"[0.9274036739240122, 0.8939919908991187]"
S09620,L0225,E009,"[0.9785592832750744, 0.9305154578872622]"
S09620,L0231,E009,"[0.896665806661027, 0.980678362853753]"
S09621,L0216,E009,"[0.9025351958536509, 0.9367743582298684]"
S09625,L0231,E009,"[0.9630412192260167, 0.9607659568964536]"
S09626,L0224,E009,"[0.7998086656207363, 0.9622665426682748]"
S09627,L0218,E009,"[0.9218833072319501, 0.9784337610170347]"
S09628,L0236,E009,"[0.3426691210332898, 0.9651235754685582]"
S09634,L0227,E009,"[0.01912547592623426, 0.4724089468482266]"
S09637,L0225,E009,"[0.9994283858726773, 0.9962589387284708]"
S09637,L0231,E009,"[0.9882703458085227, 0.9984771737729804]"
S09641,L0222,E009,"[0.9977632428569668, 0.9995594848238449]"
S09646,L0209,E009,"[0.7943016607955719, 0.7057406396956534]"
S09649,L0209,E009,"[0.8686185663383946, 0.9492425179542534]"
S09655,L0218,E009,"[0.9984515628700222, 0.9998724751980682]"
S09655,L0221,E009,"[0.9450074337896163, 0.7984005628912358]"
S09666,L0206,E009,"[0.8679929656889219, 0.005735999570341351]"
S09669,L0212,E009,"[0.9404118627865036, 0.8510595746100326]"
S09669,L0221,E009,"[0.9588411094017895, 0.6620559819404409]"
S09670,L0243,E009,"[0.997415031480862, 0.9949316572172854]"
S09673,L0227,E009,"[0.023293278221506102, 0.7853949220722184]"
S09676,L0219,E009,"[0.42163940823214574, 0.9998425499178222]"
S09678,L0240,E009,"[0.9971783164175088, 0.999137378111697]"
S09681,L0222,E009,"[0.9766275997628445, 0.995876231136782]"
S09684,L0222,E009,"[0.9966370525865295, 0.9668865835570661]"
S09689,L0200,E009,"[0.9636813503305522, 0.9786956545108715]"
S09689,L0240,E009,"[0.999954641152183, 0.9999818102821332]"
S09704,L0216,E009,"[0.9294541282630853, 0.8931265048241437]"
S09707,L0243,E009,"[0.7682489814494989, 0.7943053435628663]"
S09714,L0236,E009,"[0.6535039511937206, 0.9579529867743439]"
S09715,L0218,E009,"[0.8188579504634735, 0.6517004270664469]"
S09715,L0221,E009,"[0.9468097086209536, 0.5831465538174888]"
S09716,L0222,E009,"[0.9347782708529306, 0.9342374510740328]"
S09717,L0242,E009,"[0.9769276007709814, 0.7612016168524868]"
S09719,L0224,E009,"[0.8060292186695515, 0.7542145051798044]"
S09733,L0215,E009,"[0.8981208513055098, 0.9554275211278447]"
S09740,L0243,E009,"[0.9921874927999867, 0.9999085221484663]"
S09753,L0224,E009,"[0.03737046876210605, 0.29113613863698096]"
S09754,L0224,E009,"[0.5446869723766273, 0.7263488849640658]"
S09759,L0219,E009,"[0.01643677252321599, 0.599020381765668]"
S09765,L0222,E009,"[0.8367551832554613, 0.6172646941720747]"
S09767,L0240,E009,"[0.9999254127388091, 0.9999508213733342]"
S09776,L0231,E009,"[0.9849146695075595, 0.9983259516820118]"
S09777,L0229,E009,"[0.9856428836470515, 0.9922043353534113]"
S09777,L0242,E009,"[0.8859136604675787, 0.8174300601408666]"
S09780,L0242,E009,"[0.9157790296964984, 0.6086496459706402]"
S09790,L0239,E009,"[0.9420968906237881, 0.7397725513986176]"
S09793,L0209,E009,"[0.6501034094008618, 0.6726568631857467]"
S09811,L0206,E009,"[0.9785035347267541, 0.23288894334280927]"
S09812,L0201,E009,"[0.750914606346968, 0.9800498322182335]"
S09818,L0224,E009,"[0.5880915400281643, 0.5826799651298484]"
S09824,L0236,E009,"[0.8762954083439659, 0.9507633766097571]"
S09827,L0219,E009,"[0.5964221323535324, 0.992602055245003]"
S09828,L0239,E009,"[0.9938943076982331, 0.9695110814417728]"
S09831,L0239,E009,"[0.9954088114919788, 0.16410562794387878]"
S09833,L0206,E009,"[0.9747679034576785, 0.2924360054294897]"
S09837,L0218,E009,"[0.9905131243179045, 0.9988461143257337]"
S09837,L0221,E009,"[0.9964535123404613, 0.9864302928300621]"
S09841,L0243,E009,"[0.9546808071522357, 0.9890863857400809]"
S09844,L0209,E009,"[0.8584889741853817, 0.8003965248333311]"
S09846,L0217,E009,"[0.9817281650859621, 0.009743530295938801]"
S09856,L0222,E009,"[0.9809581734619531, 0.9968081383622188]"
S09857,L0212,E009,"[0.8938549417606503, 0.8478134552529413]"
S09857,L0221,E009,"[0.9735391342113883, 0.8494715987198623]"
S09860,L0239,E009,"[0.8709837020407896, 0.888675300968936]"
S09862,L0243,E009,"[0.999898920034555, 0.9999304331275458]"
S09865,L0239,E009,"[0.9985519445092252, 0.9350188481950528]"
S09866,L0229,E009,"[0.8058977172154843, 0.8799603205658131]"
S09870,L0206,E009,"[0.8275950105092823, 0.08756917416268678]"
S09884,L0239,E009,"[0.9949549224830764, 0.5520282555493631]"
S09892,L0239,E009,"[0.994229196225044, 0.8528288313474128]"
S09893,L0227,E009,"[0.27274202901024097, 0.9772244942733099]"
S09894,L0227,E009,"[0.131466713225389, 0.8481420758417616]"
S09900,L0243,E009,"[0.9092209110900442, 0.9878147505185518]"
S09903,L0236,E009,"[0.00891781214344577, 0.18473352977372776]"
S09904,L0209,E009,"[0.8389054406089368, 0.850860486557992]"
