tensor([[0.0164]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6576]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(0.1378, grad_fn=<DivBackward0>)
tensor([[0.6532]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1378, grad_fn=<DivBackward0>)
tensor([[0.6493]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6460]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6450]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6446]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6451]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6459]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6467]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6462]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6450]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6454]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6461]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6490]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6516]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6558]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.6594]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.6627]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6659]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6694]], grad_fn=<AddmmBackward0>) tensor([[0.4000]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6731]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6771]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6798]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6826]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6812]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6850]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6859]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6897]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6903]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6863]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6894]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6937]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6984]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7033]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7103]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7187]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7258]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7380]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7462]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7603]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7751]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7963]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7953]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7927]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7957]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.8057]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.8042]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.8071]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7969]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.7813]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.7720]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7671]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7648]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7633]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7630]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7646]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7673]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7715]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7768]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7829]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7896]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.7987]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.8077]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.8126]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.8170]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.8212]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.8258]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.8249]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.8264]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.8266]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.8281]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.8204]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.8167]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.8151]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.8129]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.8112]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.8092]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.8048]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.8004]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.7968]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7943]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7933]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7949]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7938]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7941]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7960]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.7993]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.8014]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.8058]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.8109]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.8107]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.8127]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1357, grad_fn=<DivBackward0>)
tensor([[0.8153]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.8088]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.8091]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.8096]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.8110]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.8113]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1357, grad_fn=<DivBackward0>)
tensor([[0.8143]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.8096]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.8064]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.8024]], grad_fn=<AddmmBackward0>) tensor([[0.3000]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7960]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7912]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7863]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7781]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7667]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7576]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7508]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.7459]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.7420]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7401]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7377]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7367]], grad_fn=<AddmmBackward0>) tensor([[0.3333]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7333]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7313]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7313]], grad_fn=<AddmmBackward0>) tensor([[0.2222]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7277]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7236]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7175]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7130]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7113]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7104]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7134]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7165]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7205]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7245]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7255]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7271]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7299]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7337]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7383]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7432]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7483]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.7529]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.7583]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.7607]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.7625]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7611]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.7610]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7577]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7559]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7556]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7537]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.7528]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.7521]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.7519]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7496]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7482]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.7481]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7444]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7417]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7380]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7356]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.7341]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7280]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7220]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7167]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7079]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7059]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6983]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6874]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6784]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6719]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6677]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6637]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6665]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6685]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6698]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6731]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6743]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6719]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6682]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6633]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6614]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6578]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6563]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6533]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6447]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6486]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6445]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6485]], grad_fn=<AddmmBackward0>) tensor([[0.4000]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6478]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6454]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6456]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6481]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6540]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6351]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6634]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6754]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6868]], grad_fn=<AddmmBackward0>) tensor([[1.]])
